Epoch,Ep_Reward
538.0,31.0
539.0,22.0
540.0,30.0
541.0,36.0
542.0,33.0
543.0,100.0
544.0,49.0
545.0,60.0
546.0,43.0
547.0,46.0
548.0,53.0
549.0,68.0
550.0,33.0
551.0,43.0
552.0,43.0
553.0,35.0
554.0,44.0
555.0,39.0
556.0,69.0
557.0,64.0
558.0,132.0
559.0,67.0
560.0,500.0
561.0,500.0
562.0,55.0
563.0,86.0
564.0,186.0
565.0,43.0
566.0,68.0
567.0,36.0
568.0,44.0
569.0,59.0
570.0,67.0
571.0,39.0
572.0,50.0
573.0,88.0
574.0,81.0
575.0,60.0
576.0,81.0
577.0,61.0
578.0,90.0
579.0,240.0
580.0,113.0
581.0,55.0
582.0,46.0
583.0,49.0
584.0,51.0
585.0,41.0
586.0,70.0
587.0,40.0
588.0,43.0
589.0,56.0
590.0,102.0
591.0,49.0
592.0,50.0
593.0,48.0
594.0,46.0
595.0,45.0
596.0,61.0
597.0,86.0
598.0,119.0
599.0,336.0
600.0,53.0
601.0,50.0
602.0,52.0
603.0,44.0
604.0,28.0
605.0,34.0
606.0,25.0
607.0,34.0
608.0,26.0
609.0,31.0
610.0,36.0
611.0,33.0
612.0,63.0
613.0,89.0
614.0,71.0
615.0,86.0
616.0,70.0
617.0,54.0
618.0,69.0
619.0,80.0
620.0,52.0
621.0,62.0
622.0,77.0
623.0,69.0
624.0,60.0
625.0,75.0
626.0,426.0
627.0,351.0
628.0,59.0
629.0,98.0
630.0,114.0
631.0,46.0
632.0,47.0
633.0,56.0
634.0,38.0
635.0,40.0
636.0,67.0
637.0,70.0
638.0,71.0
639.0,125.0
640.0,267.0
641.0,153.0
642.0,147.0
643.0,133.0
644.0,125.0
645.0,93.0
646.0,131.0
647.0,107.0
648.0,102.0
649.0,116.0
650.0,129.0
651.0,149.0
652.0,272.0
653.0,500.0
654.0,165.0
655.0,73.0
656.0,66.0
657.0,53.0
658.0,47.0
659.0,60.0
660.0,73.0
661.0,88.0
662.0,55.0
663.0,71.0
664.0,126.0
665.0,129.0
666.0,196.0
667.0,299.0
668.0,208.0
669.0,170.0
670.0,154.0
671.0,143.0
672.0,119.0
673.0,123.0
674.0,117.0
675.0,152.0
676.0,135.0
677.0,384.0
678.0,343.0
679.0,500.0
680.0,500.0
681.0,385.0
682.0,66.0
683.0,77.0
684.0,64.0
685.0,57.0
686.0,62.0
687.0,69.0
688.0,298.0
689.0,87.0
690.0,455.0
691.0,158.0
692.0,105.0
693.0,132.0
694.0,133.0
695.0,144.0
696.0,130.0
697.0,133.0
698.0,131.0
699.0,80.0
700.0,122.0
701.0,116.0
702.0,136.0
703.0,248.0
704.0,135.0
705.0,95.0
706.0,59.0
707.0,68.0
708.0,57.0
709.0,38.0
710.0,48.0
711.0,41.0
712.0,39.0
713.0,43.0
714.0,34.0
715.0,64.0
716.0,75.0
717.0,77.0
718.0,85.0
719.0,248.0
720.0,224.0
721.0,163.0
722.0,146.0
723.0,141.0
724.0,162.0
725.0,126.0
726.0,162.0
727.0,123.0
728.0,132.0
729.0,151.0
730.0,145.0
731.0,256.0
732.0,491.0
733.0,84.0
734.0,65.0
735.0,53.0
736.0,113.0
737.0,39.0
738.0,60.0
739.0,61.0
740.0,66.0
741.0,42.0
742.0,54.0
743.0,72.0
744.0,71.0
745.0,360.0
746.0,118.0
747.0,50.0
748.0,53.0
749.0,246.0
750.0,254.0
751.0,174.0
752.0,114.0
753.0,101.0
754.0,118.0
755.0,174.0
756.0,136.0
757.0,144.0
758.0,57.0
759.0,49.0
760.0,96.0
761.0,66.0
762.0,39.0
763.0,41.0
764.0,63.0
765.0,54.0
766.0,53.0
767.0,51.0
768.0,228.0
769.0,95.0
770.0,214.0
771.0,329.0
772.0,377.0
773.0,66.0
774.0,218.0
775.0,465.0
776.0,60.0
777.0,500.0
778.0,124.0
779.0,56.0
780.0,129.0
781.0,166.0
782.0,67.0
783.0,102.0
784.0,61.0
785.0,149.0
786.0,334.0
787.0,241.0
788.0,235.0
789.0,158.0
790.0,92.0
791.0,112.0
792.0,133.0
793.0,75.0
794.0,68.0
795.0,73.0
796.0,100.0
797.0,100.0
798.0,140.0
799.0,85.0
800.0,99.0
801.0,101.0
802.0,123.0
803.0,79.0
804.0,83.0
805.0,80.0
806.0,79.0
807.0,125.0
808.0,127.0
809.0,104.0
810.0,341.0
811.0,190.0
812.0,226.0
813.0,170.0
814.0,156.0
815.0,291.0
816.0,235.0
817.0,272.0
818.0,68.0
819.0,290.0
820.0,213.0
821.0,199.0
822.0,146.0
823.0,209.0
824.0,333.0
825.0,231.0
826.0,200.0
827.0,120.0
828.0,67.0
829.0,74.0
830.0,90.0
831.0,130.0
832.0,293.0
833.0,79.0
834.0,191.0
835.0,409.0
836.0,82.0
837.0,157.0
838.0,164.0
839.0,158.0
840.0,117.0
841.0,130.0
842.0,118.0
843.0,131.0
844.0,137.0
845.0,108.0
846.0,121.0
847.0,119.0
848.0,140.0
849.0,165.0
850.0,218.0
851.0,137.0
852.0,431.0
853.0,48.0
854.0,49.0
855.0,53.0
856.0,59.0
857.0,52.0
858.0,102.0
859.0,90.0
860.0,250.0
861.0,268.0
862.0,194.0
863.0,150.0
864.0,227.0
865.0,179.0
866.0,239.0
867.0,182.0
868.0,237.0
869.0,258.0
870.0,336.0
871.0,122.0
872.0,182.0
873.0,178.0
874.0,290.0
875.0,195.0
876.0,275.0
877.0,391.0
878.0,185.0
879.0,120.0
880.0,185.0
881.0,325.0
882.0,482.0
883.0,291.0
884.0,217.0
885.0,182.0
886.0,149.0
887.0,168.0
888.0,139.0
889.0,150.0
890.0,135.0
891.0,127.0
892.0,134.0
893.0,192.0
894.0,157.0
895.0,276.0
896.0,193.0
897.0,167.0
898.0,193.0
899.0,392.0
900.0,180.0
901.0,418.0
902.0,214.0
903.0,358.0
904.0,290.0
905.0,206.0
906.0,238.0
907.0,332.0
908.0,143.0
909.0,188.0
910.0,479.0
911.0,136.0
912.0,143.0
913.0,100.0
914.0,123.0
915.0,90.0
916.0,102.0
917.0,96.0
918.0,86.0
919.0,97.0
920.0,92.0
921.0,102.0
922.0,93.0
923.0,98.0
924.0,110.0
925.0,126.0
926.0,102.0
927.0,108.0
928.0,166.0
929.0,161.0
930.0,335.0
931.0,186.0
932.0,228.0
933.0,289.0
934.0,51.0
935.0,71.0
936.0,252.0
937.0,90.0
938.0,75.0
939.0,256.0
940.0,100.0
941.0,122.0
942.0,97.0
943.0,88.0
944.0,73.0
945.0,60.0
946.0,69.0
947.0,72.0
948.0,53.0
949.0,64.0
950.0,66.0
951.0,78.0
952.0,86.0
953.0,91.0
954.0,131.0
955.0,135.0
956.0,68.0
957.0,54.0
958.0,50.0
959.0,38.0
960.0,37.0
961.0,40.0
962.0,38.0
963.0,37.0
964.0,48.0
965.0,37.0
966.0,39.0
967.0,85.0
968.0,44.0
969.0,37.0
970.0,44.0
971.0,290.0
972.0,99.0
973.0,138.0
974.0,212.0
975.0,115.0
976.0,213.0
977.0,116.0
978.0,75.0
979.0,69.0
980.0,79.0
981.0,171.0
982.0,100.0
983.0,60.0
984.0,65.0
985.0,53.0
986.0,61.0
987.0,79.0
988.0,59.0
989.0,70.0
990.0,62.0
991.0,88.0
992.0,234.0
993.0,80.0
994.0,115.0
995.0,96.0
996.0,108.0
997.0,86.0
998.0,142.0
999.0,86.0
1000.0,118.0
1001.0,83.0
1002.0,76.0
1003.0,64.0
1004.0,73.0
1005.0,86.0
1006.0,164.0
1007.0,92.0
1008.0,71.0
1009.0,74.0
1010.0,69.0
1011.0,66.0
1012.0,94.0
1013.0,50.0
1014.0,53.0
1015.0,63.0
1016.0,80.0
1017.0,56.0
1018.0,76.0
1019.0,65.0
1020.0,76.0
1021.0,73.0
1022.0,66.0
1023.0,79.0
1024.0,66.0
1025.0,80.0
1026.0,64.0
1027.0,61.0
1028.0,60.0
1029.0,51.0
1030.0,57.0
1031.0,55.0
1032.0,42.0
1033.0,53.0
1034.0,55.0
1035.0,53.0
1036.0,69.0
1037.0,65.0
1038.0,75.0
1039.0,179.0
1040.0,121.0
1041.0,140.0
1042.0,94.0
1043.0,218.0
1044.0,66.0
1045.0,144.0
1046.0,243.0
1047.0,97.0
1048.0,266.0
1049.0,110.0
1050.0,91.0
1051.0,77.0
1052.0,70.0
1053.0,65.0
1054.0,54.0
1055.0,108.0
1056.0,67.0
1057.0,138.0
1058.0,79.0
1059.0,74.0
1060.0,113.0
1061.0,86.0
1062.0,412.0
1063.0,110.0
1064.0,109.0
1065.0,229.0
1066.0,91.0
